Warehouse_block,Shipment_mode,Customer_care_calls,Customer_rating,Product_Cost,Prior_purchases,Product_importance,Gender,Discount_offered,Weights_gms,Delivery_status,Delay_flag,Discount_category,Weight_Category
B,Ship,3,3,238,2,medium,F,4,4206,Delayed,1,Low,Medium
C,Ship,4,4,268,4,low,M,5,5647,Delayed,1,Low,Medium
F,Ship,3,4,175,3,medium,M,10,4771,On Time,0,Low,Medium
D,Ship,5,4,280,4,low,M,10,5156,Delayed,1,Low,Medium
F,Ship,4,5,153,2,low,M,1,4492,Delayed,1,Low,Medium
A,Ship,4,5,251,2,medium,F,8,5232,Delayed,1,Low,Medium
B,Ship,4,2,252,3,medium,M,2,5769,Delayed,1,Low,Medium
C,Ship,4,2,201,8,medium,F,9,5146,Delayed,1,Low,Medium
F,Ship,5,5,216,4,medium,F,1,4092,On Time,0,Low,Medium
D,Ship,3,3,126,10,low,M,10,4128,Delayed,1,Low,Medium
F,Ship,3,1,177,4,low,F,6,5037,On Time,0,Low,Medium
A,Ship,5,2,145,3,medium,M,2,4836,Delayed,1,Low,Medium
B,Ship,5,4,258,2,low,F,8,4200,Delayed,1,Low,Medium
C,Ship,4,3,273,10,medium,F,8,4896,Delayed,1,Low,Medium
F,Ship,4,1,245,3,low,M,2,5835,On Time,0,Low,Medium
D,Ship,5,2,241,2,medium,M,6,4741,Delayed,1,Low,Medium
F,Ship,4,1,208,3,low,M,4,4530,On Time,0,Low,Medium
A,Ship,6,1,282,4,low,M,1,1434,Delayed,1,Low,Light
B,Ship,6,5,295,4,medium,M,5,1963,On Time,0,Low,Light
C,Ship,6,4,255,4,low,M,7,1869,On Time,0,Low,Light
F,Ship,6,2,292,4,low,F,2,1565,Delayed,1,Low,Light
D,Ship,6,1,244,4,low,M,5,1867,Delayed,1,Low,Light
F,Ship,6,3,306,4,low,M,10,1372,On Time,0,Low,Light
A,Ship,6,5,258,4,low,M,5,1558,Delayed,1,Low,Light
B,Ship,4,1,265,6,low,F,9,1753,On Time,0,Low,Light
C,Ship,5,2,227,5,low,F,3,1242,On Time,0,Low,Light
F,Ship,7,2,276,4,low,M,9,1022,On Time,0,Low,Light
D,Ship,6,4,244,4,medium,F,1,1179,On Time,0,Low,Light
F,Ship,4,4,217,6,medium,M,9,1974,Delayed,1,Low,Light
A,Ship,2,1,211,3,low,M,6,1760,On Time,0,Low,Light
B,Ship,4,5,227,5,low,F,2,1804,On Time,0,Low,Light
C,Ship,5,5,249,4,medium,M,2,1727,On Time,0,Low,Light
F,Ship,7,4,302,5,medium,M,7,1503,On Time,0,Low,Light
D,Ship,6,4,293,6,low,F,7,1117,On Time,0,Low,Light
F,Ship,5,5,232,3,low,M,4,1716,On Time,0,Low,Light
A,Ship,6,5,279,4,low,M,7,1447,Delayed,1,Low,Light
B,Ship,6,5,251,4,low,F,8,1038,Delayed,1,Low,Light
C,Ship,6,5,300,5,low,M,1,1188,Delayed,1,Low,Light
F,Road,7,5,133,5,low,F,3,1544,On Time,0,Low,Light
D,Road,6,5,283,4,low,M,2,1136,On Time,0,Low,Light
F,Road,7,5,296,4,low,M,8,1686,On Time,0,Low,Light
A,Road,6,3,261,4,medium,F,8,1397,On Time,0,Low,Light
B,Road,6,1,286,4,low,F,3,1747,On Time,0,Low,Light
C,Road,6,3,298,4,low,F,1,1657,Delayed,1,Low,Light
F,Road,6,4,287,4,medium,F,9,1936,On Time,0,Low,Light
D,Road,6,2,251,4,medium,F,9,1322,On Time,0,Low,Light
F,Road,5,1,231,5,low,M,10,1418,Delayed,1,Low,Light
A,Road,5,2,249,5,medium,M,6,1298,Delayed,1,Low,Light
B,Road,5,3,244,5,low,F,3,1174,Delayed,1,Low,Light
C,Road,7,2,264,4,medium,M,6,1688,Delayed,1,Low,Light
F,Road,5,2,254,5,medium,M,6,1002,Delayed,1,Low,Light
D,Road,4,5,264,6,low,M,6,1637,Delayed,1,Low,Light
F,Road,6,5,309,4,low,M,6,1463,On Time,0,Low,Light
A,Road,5,5,298,4,low,M,8,1631,Delayed,1,Low,Light
B,Road,5,5,265,5,medium,F,8,1867,Delayed,1,Low,Light
C,Road,6,1,246,4,medium,M,4,1504,On Time,0,Low,Light
F,Road,5,2,222,5,low,F,1,1672,Delayed,1,Low,Light
D,Road,7,5,250,4,low,F,2,1296,Delayed,1,Low,Light
F,Road,4,3,240,5,medium,F,5,1301,Delayed,1,Low,Light
A,Road,4,3,246,6,low,F,10,1176,Delayed,1,Low,Light
B,Flight,6,1,293,5,medium,F,7,1052,Delayed,1,Low,Light
C,Flight,6,5,253,4,medium,M,1,1977,Delayed,1,Low,Light
F,Flight,5,5,258,5,medium,M,7,1819,Delayed,1,Low,Light
D,Flight,6,4,258,4,low,F,2,1051,On Time,0,Low,Light
F,Flight,5,3,245,5,medium,M,3,1851,Delayed,1,Low,Light
A,Flight,7,2,307,4,medium,M,2,1073,Delayed,1,Low,Light
B,Flight,6,5,301,4,low,F,3,1958,Delayed,1,Low,Light
C,Flight,6,5,252,4,low,F,2,1249,Delayed,1,Low,Light
F,Flight,5,1,272,6,medium,F,2,1681,On Time,0,Low,Light
D,Flight,5,3,221,5,low,F,2,1630,On Time,0,Low,Light
F,Flight,5,3,247,5,low,M,10,1699,On Time,0,Low,Light
A,Flight,7,5,260,4,low,F,3,1930,On Time,0,Low,Light
B,Flight,5,5,251,6,medium,M,4,1077,Delayed,1,Low,Light
C,Flight,5,2,227,5,medium,M,9,1917,Delayed,1,Low,Light
F,Flight,6,5,269,4,low,M,9,1826,Delayed,1,Low,Light
D,Flight,6,2,161,4,low,M,10,1683,Delayed,1,Low,Light
F,Flight,4,4,256,5,low,M,9,1622,On Time,0,Low,Light
A,Flight,5,1,303,5,medium,F,9,1203,Delayed,1,Low,Light
B,Flight,5,3,257,5,medium,F,7,1565,On Time,0,Low,Light
C,Flight,7,3,310,4,medium,F,8,1497,Delayed,1,Low,Light
F,Flight,5,3,238,5,medium,M,2,1150,On Time,0,Low,Light
D,Flight,6,3,191,6,medium,F,2,4471,Delayed,1,Low,Medium
F,Ship,4,3,252,3,medium,F,7,4852,Delayed,1,Low,Medium
A,Ship,5,5,228,3,medium,F,8,4731,On Time,0,Low,Medium
B,Ship,4,3,208,2,medium,F,4,4767,On Time,0,Low,Medium
C,Ship,3,3,176,3,low,F,1,5168,Delayed,1,Low,Medium
F,Ship,3,1,233,3,low,F,7,4874,Delayed,1,Low,Medium
D,Ship,5,5,104,4,low,M,2,5235,Delayed,1,Low,Medium
F,Ship,3,4,237,3,low,M,1,5980,Delayed,1,Low,Medium
A,Ship,2,5,252,3,medium,M,7,5281,Delayed,1,Low,Medium
B,Ship,5,2,135,3,medium,M,9,5173,Delayed,1,Low,Medium
C,Ship,5,5,137,2,low,M,8,5111,On Time,0,Low,Medium
F,Ship,4,3,228,3,medium,F,1,5129,On Time,0,Low,Medium
D,Ship,4,3,236,4,medium,M,1,5783,On Time,0,Low,Medium
F,Ship,3,4,239,4,medium,F,8,4537,Delayed,1,Low,Medium
A,Ship,2,2,199,3,low,M,1,4697,On Time,0,Low,Medium
B,Ship,3,4,269,2,medium,M,2,4177,Delayed,1,Low,Medium
C,Ship,2,2,226,3,low,M,5,5875,Delayed,1,Low,Medium
F,Ship,3,1,264,3,low,F,5,5043,Delayed,1,Low,Medium
D,Ship,5,4,264,3,medium,M,10,4025,On Time,0,Low,Medium
F,Ship,4,3,186,3,low,M,2,4437,On Time,0,Low,Medium
A,Ship,3,5,154,3,high,F,2,4219,Delayed,1,Low,Medium
B,Ship,3,1,239,2,medium,F,2,5757,On Time,0,Low,Medium
C,Ship,3,5,139,2,low,F,7,4449,On Time,0,Low,Medium
F,Ship,5,4,138,2,medium,F,8,5885,On Time,0,Low,Medium
D,Ship,3,1,286,4,medium,M,4,5106,Delayed,1,Low,Medium
F,Ship,4,3,275,5,low,M,2,4622,On Time,0,Low,Medium
A,Ship,4,5,195,2,low,M,2,4008,On Time,0,Low,Medium
B,Ship,3,4,267,3,high,M,8,5337,On Time,0,Low,Medium
C,Ship,4,3,223,3,medium,F,7,5935,Delayed,1,Low,Medium
F,Ship,4,4,198,2,low,M,6,5520,Delayed,1,Low,Medium
D,Ship,6,5,250,2,low,F,7,4724,Delayed,1,Low,Medium
F,Ship,3,3,237,4,low,F,8,5761,Delayed,1,Low,Medium
A,Ship,5,4,193,3,medium,M,4,5873,Delayed,1,Low,Medium
B,Ship,5,2,216,4,medium,F,9,5804,Delayed,1,Low,Medium
C,Ship,3,2,253,2,medium,F,2,4567,Delayed,1,Low,Medium
F,Ship,3,1,132,3,low,F,2,4785,Delayed,1,Low,Medium
D,Ship,5,4,140,4,low,M,3,4018,Delayed,1,Low,Medium
F,Ship,2,4,114,4,low,M,9,4452,On Time,0,Low,Medium
A,Ship,3,5,238,6,medium,M,8,5620,Delayed,1,Low,Medium
B,Ship,3,1,210,2,low,M,9,5932,Delayed,1,Low,Medium
C,Ship,4,4,272,4,medium,M,4,4363,On Time,0,Low,Medium
F,Ship,4,5,184,3,medium,F,9,5594,Delayed,1,Low,Medium
D,Ship,4,1,168,2,low,M,3,4665,On Time,0,Low,Medium
F,Ship,4,2,231,5,low,M,7,4718,Delayed,1,Low,Medium
A,Ship,4,1,143,2,medium,F,5,4057,Delayed,1,Low,Medium
B,Ship,4,2,182,3,medium,M,9,5735,Delayed,1,Low,Medium
C,Ship,2,4,221,3,low,F,3,4076,Delayed,1,Low,Medium
F,Ship,6,1,225,6,low,M,8,5714,On Time,0,Low,Medium
D,Ship,3,5,227,3,high,M,9,4892,On Time,0,Low,Medium
F,Ship,3,1,266,3,low,M,5,5154,Delayed,1,Low,Medium
A,Ship,4,2,247,4,high,F,9,4588,On Time,0,Low,Medium
B,Ship,3,2,154,3,medium,M,1,5322,On Time,0,Low,Medium
C,Ship,5,3,179,3,low,F,3,4131,Delayed,1,Low,Medium
F,Ship,3,3,249,2,medium,M,9,4034,On Time,0,Low,Medium
D,Ship,3,5,156,4,low,M,5,4661,On Time,0,Low,Medium
F,Ship,3,5,206,3,low,F,6,4620,On Time,0,Low,Medium
A,Ship,4,1,245,3,medium,F,5,4173,Delayed,1,Low,Medium
B,Ship,4,5,197,2,low,M,3,4379,On Time,0,Low,Medium
C,Ship,3,4,188,4,medium,M,5,5216,On Time,0,Low,Medium
F,Ship,3,3,237,2,low,F,2,4263,On Time,0,Low,Medium
D,Ship,4,4,174,2,medium,F,2,5892,Delayed,1,Low,Medium
F,Ship,5,3,266,3,low,M,4,4969,On Time,0,Low,Medium
A,Ship,3,3,151,3,low,M,7,4611,Delayed,1,Low,Medium
B,Ship,4,3,271,2,medium,M,9,4967,On Time,0,Low,Medium
C,Ship,4,1,214,2,low,F,10,4447,Delayed,1,Low,Medium
F,Ship,6,5,261,5,low,M,1,5442,Delayed,1,Low,Medium
D,Ship,3,1,166,2,high,F,6,5905,On Time,0,Low,Medium
F,Ship,3,4,269,2,low,F,8,5294,On Time,0,Low,Medium
A,Ship,3,2,167,3,medium,M,5,5995,On Time,0,Low,Medium
B,Ship,4,1,200,2,medium,F,5,5249,Delayed,1,Low,Medium
C,Ship,4,4,159,3,low,F,1,4194,On Time,0,Low,Medium
F,Ship,4,2,197,2,low,F,1,4977,Delayed,1,Low,Medium
D,Ship,4,5,219,2,high,M,4,4069,On Time,0,Low,Medium
F,Ship,3,2,239,3,low,F,10,4486,Delayed,1,Low,Medium
A,Ship,3,1,146,2,medium,F,8,5375,Delayed,1,Low,Medium
B,Ship,5,1,173,2,low,F,4,4242,On Time,0,Low,Medium
C,Ship,4,3,220,3,low,F,6,4894,On Time,0,Low,Medium
F,Ship,3,5,185,3,medium,M,5,4317,On Time,0,Low,Medium
D,Ship,4,2,170,2,medium,M,5,4996,On Time,0,Low,Medium
F,Ship,4,3,250,3,high,F,4,5272,On Time,0,Low,Medium
A,Ship,3,4,145,3,low,F,7,4079,On Time,0,Low,Medium
B,Ship,3,2,211,4,high,M,1,5831,On Time,0,Low,Medium
C,Ship,5,5,249,3,low,M,1,4274,Delayed,1,Low,Medium
F,Ship,3,3,237,2,medium,M,8,5516,Delayed,1,Low,Medium
D,Ship,4,5,144,2,medium,M,8,5478,Delayed,1,Low,Medium
F,Ship,4,4,171,3,low,M,6,4343,On Time,0,Low,Medium
A,Ship,3,1,203,3,medium,F,4,4965,Delayed,1,Low,Medium
B,Ship,5,1,137,4,high,F,1,4042,Delayed,1,Low,Medium
C,Ship,4,2,212,3,medium,M,3,5427,On Time,0,Low,Medium
F,Ship,3,3,209,3,high,F,2,4036,On Time,0,Low,Medium
D,Ship,3,4,223,3,low,F,7,5336,On Time,0,Low,Medium
F,Ship,3,2,164,2,medium,F,7,4150,Delayed,1,Low,Medium
A,Ship,3,3,220,3,high,F,6,5269,On Time,0,Low,Medium
B,Ship,3,4,216,3,medium,M,3,5651,Delayed,1,Low,Medium
C,Road,3,2,215,2,medium,M,7,5988,On Time,0,Low,Medium
F,Road,4,2,146,3,low,F,4,5659,Delayed,1,Low,Medium
D,Road,5,2,168,2,low,F,10,5225,On Time,0,Low,Medium
F,Road,4,4,218,6,medium,M,8,5101,On Time,0,Low,Medium
A,Road,4,3,143,4,medium,F,2,4919,Delayed,1,Low,Medium
B,Road,3,1,233,3,medium,M,7,5331,Delayed,1,Low,Medium
C,Road,4,1,195,3,low,M,2,4418,Delayed,1,Low,Medium
F,Road,4,2,206,2,medium,M,5,4635,Delayed,1,Low,Medium
D,Road,4,5,181,3,medium,M,1,5310,Delayed,1,Low,Medium
F,Road,4,2,150,4,low,F,1,5922,On Time,0,Low,Medium
A,Road,3,5,258,4,low,F,3,4212,On Time,0,Low,Medium
B,Road,4,3,149,4,medium,M,1,4678,Delayed,1,Low,Medium
C,Road,5,1,163,3,low,M,4,4200,Delayed,1,Low,Medium
F,Road,3,3,259,2,high,M,8,4481,Delayed,1,Low,Medium
D,Road,5,1,187,2,low,F,7,4792,Delayed,1,Low,Medium
F,Road,3,5,172,3,medium,M,1,5024,On Time,0,Low,Medium
A,Road,3,5,139,2,low,M,2,5839,Delayed,1,Low,Medium
B,Road,5,1,203,3,low,F,2,4162,On Time,0,Low,Medium
C,Road,3,3,150,4,medium,F,1,4662,Delayed,1,Low,Medium
F,Road,3,1,201,6,medium,M,10,5077,On Time,0,Low,Medium
D,Road,3,4,194,2,medium,M,7,5553,Delayed,1,Low,Medium
F,Road,3,4,159,3,high,M,4,4756,On Time,0,Low,Medium
A,Flight,4,2,238,2,medium,F,9,4937,Delayed,1,Low,Medium
B,Flight,3,5,189,2,low,M,8,4567,Delayed,1,Low,Medium
C,Flight,2,1,173,2,high,M,1,4135,On Time,0,Low,Medium
F,Flight,4,1,171,4,medium,M,2,5082,Delayed,1,Low,Medium
D,Flight,5,3,154,2,low,M,3,5440,On Time,0,Low,Medium
F,Flight,4,1,173,3,low,F,4,4634,Delayed,1,Low,Medium
A,Flight,3,4,186,6,low,F,8,4134,Delayed,1,Low,Medium
B,Flight,4,1,224,3,low,M,9,5546,On Time,0,Low,Medium
C,Flight,4,3,186,3,medium,F,9,5131,On Time,0,Low,Medium
F,Flight,4,4,196,3,low,M,5,5514,Delayed,1,Low,Medium
D,Flight,2,2,149,3,low,F,4,4819,On Time,0,Low,Medium
F,Flight,4,3,224,2,medium,M,8,5961,On Time,0,Low,Medium
A,Flight,3,1,154,2,low,F,10,5594,On Time,0,Low,Medium
B,Flight,3,3,170,4,low,M,3,4049,Delayed,1,Low,Medium
C,Flight,3,4,150,2,low,F,6,5987,Delayed,1,Low,Medium
F,Flight,5,2,240,3,low,M,7,4744,On Time,0,Low,Medium
D,Flight,3,3,139,2,medium,F,4,5958,On Time,0,Low,Medium
F,Flight,3,3,251,3,medium,M,2,5972,Delayed,1,Low,Medium
A,Flight,4,4,237,3,medium,M,4,4747,On Time,0,Low,Medium
B,Flight,3,2,227,3,low,F,4,4450,Delayed,1,Low,Medium
C,Flight,5,5,131,5,low,F,1,5299,On Time,0,Low,Medium
F,Flight,5,2,161,3,low,M,8,5804,On Time,0,Low,Medium
D,Ship,3,5,195,3,medium,F,9,4224,Delayed,1,Low,Medium
F,Ship,2,3,266,2,low,M,1,5356,Delayed,1,Low,Medium
A,Ship,3,2,198,2,low,M,9,4250,On Time,0,Low,Medium
B,Ship,4,3,200,4,low,F,10,4291,On Time,0,Low,Medium
C,Ship,6,1,196,4,medium,F,2,5844,Delayed,1,Low,Medium
F,Ship,2,1,285,5,low,M,4,5759,Delayed,1,Low,Medium
D,Ship,4,2,265,2,low,M,2,5649,Delayed,1,Low,Medium
F,Ship,3,2,131,5,low,F,8,5084,Delayed,1,Low,Medium
A,Ship,5,4,216,3,medium,F,2,5404,On Time,0,Low,Medium
B,Ship,4,1,253,4,low,F,1,5621,Delayed,1,Low,Medium
C,Ship,5,3,230,4,medium,M,4,5278,On Time,0,Low,Medium
F,Ship,4,1,173,4,medium,F,1,4684,Delayed,1,Low,Medium
D,Ship,3,5,206,2,low,F,4,4080,Delayed,1,Low,Medium
F,Ship,5,3,189,5,low,M,7,4869,Delayed,1,Low,Medium
A,Ship,3,5,270,3,high,M,1,4078,On Time,0,Low,Medium
B,Ship,4,4,266,3,low,M,3,5531,On Time,0,Low,Medium
C,Ship,3,5,270,3,medium,M,7,5477,On Time,0,Low,Medium
F,Ship,3,4,216,8,medium,F,8,4616,Delayed,1,Low,Medium
D,Ship,3,1,147,8,medium,M,6,4575,Delayed,1,Low,Medium
F,Ship,3,2,270,6,medium,F,10,4725,On Time,0,Low,Medium
A,Ship,3,2,261,8,low,F,3,5171,Delayed,1,Low,Medium
B,Ship,3,3,261,8,medium,M,3,4007,On Time,0,Low,Medium
C,Ship,4,2,177,6,low,F,3,4392,On Time,0,Low,Medium
F,Ship,4,4,142,10,high,F,7,4624,Delayed,1,Low,Medium
D,Ship,5,4,222,3,medium,F,10,4663,Delayed,1,Low,Medium
F,Ship,4,4,186,7,medium,M,9,5418,Delayed,1,Low,Medium
A,Ship,3,2,177,3,medium,M,8,5006,On Time,0,Low,Medium
B,Ship,4,1,251,4,low,M,3,4433,Delayed,1,Low,Medium
C,Ship,3,5,240,7,medium,F,9,5525,On Time,0,Low,Medium
F,Ship,3,4,260,4,medium,M,10,5425,Delayed,1,Low,Medium
D,Ship,4,2,206,7,high,M,3,4991,Delayed,1,Low,Medium
F,Ship,4,3,242,2,low,M,3,4811,On Time,0,Low,Medium
A,Ship,3,1,194,3,low,F,1,5566,Delayed,1,Low,Medium
B,Ship,5,1,232,3,low,F,10,1014,On Time,0,Low,Light
C,Ship,6,2,279,4,low,F,10,1990,On Time,0,Low,Light
F,Ship,6,4,251,4,low,F,10,1568,On Time,0,Low,Light
D,Ship,6,1,300,5,low,F,10,1787,Delayed,1,Low,Light
F,Ship,7,3,133,5,low,F,4,1783,On Time,0,Low,Light
A,Ship,6,1,283,4,low,M,8,1404,Delayed,1,Low,Light
B,Ship,7,4,296,4,low,F,8,1717,On Time,0,Low,Light
C,Ship,6,2,261,4,medium,M,8,1891,Delayed,1,Low,Light
F,Ship,6,2,286,4,low,F,3,1959,Delayed,1,Low,Light
D,Ship,6,1,298,4,low,F,1,1735,On Time,0,Low,Light
F,Ship,6,1,287,4,medium,F,1,1581,Delayed,1,Low,Light
A,Ship,6,5,251,4,medium,F,3,1660,Delayed,1,Low,Light
B,Ship,5,2,231,5,low,F,4,1913,On Time,0,Low,Light
C,Ship,5,1,249,5,medium,M,10,1561,Delayed,1,Low,Light
F,Ship,5,2,244,5,low,M,10,1699,Delayed,1,Low,Light
D,Ship,7,1,264,4,medium,F,9,1829,On Time,0,Low,Light
F,Ship,5,1,254,5,medium,M,10,1020,Delayed,1,Low,Light
A,Ship,4,4,264,6,low,F,6,1758,Delayed,1,Low,Light
B,Ship,6,4,309,4,low,M,9,1771,On Time,0,Low,Light
C,Ship,5,1,298,4,low,F,4,1853,Delayed,1,Low,Light
F,Ship,5,5,265,5,medium,M,1,1568,Delayed,1,Low,Light
D,Ship,6,2,246,4,medium,M,7,1071,Delayed,1,Low,Light
F,Ship,5,2,222,5,low,F,5,1329,Delayed,1,Low,Light
A,Ship,7,5,250,4,low,M,1,1690,On Time,0,Low,Light
B,Ship,4,2,240,5,medium,M,7,1711,On Time,0,Low,Light
C,Ship,4,1,246,6,low,F,6,1335,On Time,0,Low,Light
F,Ship,6,2,293,5,medium,F,4,1281,Delayed,1,Low,Light
D,Ship,5,5,189,5,low,M,3,5254,On Time,0,Low,Medium
F,Ship,3,5,270,3,high,F,7,4459,On Time,0,Low,Medium
A,Ship,4,4,266,3,low,M,10,5221,Delayed,1,Low,Medium
B,Ship,3,2,270,3,medium,M,9,5873,On Time,0,Low,Medium
C,Ship,3,3,216,8,medium,M,4,5329,On Time,0,Low,Medium
F,Ship,3,3,147,8,medium,F,7,5822,Delayed,1,Low,Medium
D,Ship,3,5,270,6,medium,F,9,4195,Delayed,1,Low,Medium
F,Ship,3,3,261,8,low,M,10,4145,Delayed,1,Low,Medium
A,Ship,3,1,261,8,medium,F,9,5248,On Time,0,Low,Medium
B,Ship,4,4,177,6,low,M,6,5451,On Time,0,Low,Medium
C,Ship,4,2,142,10,high,F,9,4280,On Time,0,Low,Medium
F,Ship,5,3,222,3,medium,F,10,4597,Delayed,1,Low,Medium
D,Ship,4,5,186,7,medium,F,1,4357,Delayed,1,Low,Medium
F,Ship,3,3,177,3,medium,M,10,5374,On Time,0,Low,Medium
A,Ship,4,4,251,4,low,F,1,4252,Delayed,1,Low,Medium
B,Ship,3,3,240,7,medium,M,3,4385,Delayed,1,Low,Medium
C,Ship,3,5,260,4,medium,F,8,4162,On Time,0,Low,Medium
F,Ship,4,2,206,7,high,M,7,5479,On Time,0,Low,Medium
D,Ship,4,5,242,2,low,M,4,5341,Delayed,1,Low,Medium
F,Ship,3,2,194,3,low,F,3,5779,On Time,0,Low,Medium
A,Ship,5,2,232,3,low,F,1,1187,On Time,0,Low,Light
B,Ship,6,4,279,4,low,F,1,1246,On Time,0,Low,Light
C,Ship,6,3,251,4,low,M,1,1230,On Time,0,Low,Light
F,Ship,6,2,300,5,low,M,3,1696,Delayed,1,Low,Light
D,Ship,7,5,133,5,low,F,7,1239,On Time,0,Low,Light
F,Ship,6,4,283,4,low,F,10,1512,Delayed,1,Low,Light
A,Ship,7,5,296,4,low,F,2,1823,On Time,0,Low,Light
B,Ship,6,1,261,4,medium,F,8,1524,Delayed,1,Low,Light
C,Ship,6,3,286,4,low,M,5,1750,On Time,0,Low,Light
F,Ship,6,5,298,4,low,M,3,1520,Delayed,1,Low,Light
D,Ship,6,3,287,4,medium,F,8,1850,On Time,0,Low,Light
F,Ship,6,2,251,4,medium,F,6,1864,Delayed,1,Low,Light
A,Ship,5,4,231,5,low,M,10,1247,Delayed,1,Low,Light
B,Road,5,1,249,5,medium,F,1,1654,On Time,0,Low,Light
C,Road,5,5,244,5,low,M,5,1787,Delayed,1,Low,Light
F,Road,7,3,264,4,medium,M,3,1296,Delayed,1,Low,Light
D,Road,5,4,254,5,medium,M,7,1545,Delayed,1,Low,Light
F,Road,4,1,264,6,low,M,7,1007,Delayed,1,Low,Light
A,Road,6,2,309,4,low,F,6,1335,Delayed,1,Low,Light
B,Road,5,1,298,4,low,M,4,1551,Delayed,1,Low,Light
C,Road,5,3,265,5,medium,F,6,1929,Delayed,1,Low,Light
F,Road,6,2,246,4,medium,F,7,1297,On Time,0,Low,Light
D,Road,5,5,222,5,low,F,4,1311,Delayed,1,Low,Light
F,Road,7,1,250,4,low,M,9,1890,On Time,0,Low,Light
A,Road,6,5,269,4,low,F,2,1243,Delayed,1,Low,Light
B,Road,6,2,161,4,low,F,9,1377,Delayed,1,Low,Light
C,Road,4,3,256,5,low,F,5,1533,On Time,0,Low,Light
F,Road,5,1,303,5,medium,F,4,1009,Delayed,1,Low,Light
D,Road,5,3,257,5,medium,F,3,1953,Delayed,1,Low,Light
F,Road,5,2,259,5,low,F,3,1724,On Time,0,Low,Light
A,Road,4,4,249,6,low,F,1,1398,On Time,0,Low,Light
B,Road,6,2,289,4,high,F,3,1116,Delayed,1,Low,Light
C,Road,6,2,308,5,medium,F,6,1118,Delayed,1,Low,Light
F,Road,6,3,297,4,medium,F,2,1520,On Time,0,Low,Light
D,Road,4,2,255,5,low,M,1,1353,On Time,0,Low,Light
F,Flight,6,4,266,4,low,M,9,1253,On Time,0,Low,Light
A,Flight,7,5,302,4,low,M,3,1597,On Time,0,Low,Light
B,Flight,4,4,223,5,medium,M,4,1344,Delayed,1,Low,Light
C,Flight,6,1,261,4,low,F,6,1703,On Time,0,Low,Light
F,Flight,4,1,273,5,low,F,7,1922,Delayed,1,Low,Light
D,Flight,6,5,260,4,low,F,2,1221,Delayed,1,Low,Light
F,Flight,5,1,266,5,low,F,9,1852,Delayed,1,Low,Light
A,Flight,2,1,164,5,low,F,8,1886,Delayed,1,Low,Light
B,Flight,5,5,240,6,medium,F,9,1117,Delayed,1,Low,Light
C,Flight,6,5,305,4,medium,M,10,1418,On Time,0,Low,Light
F,Flight,5,3,248,5,low,F,7,1475,On Time,0,Low,Light
D,Flight,7,2,279,4,medium,F,1,1480,Delayed,1,Low,Light
F,Flight,5,2,244,6,low,F,7,1315,Delayed,1,Low,Light
A,Flight,5,1,267,5,low,F,4,1097,Delayed,1,Low,Light
B,Flight,7,2,275,4,medium,F,6,1513,Delayed,1,Low,Light
C,Flight,6,4,299,4,medium,M,9,1036,On Time,0,Low,Light
F,Flight,6,1,254,4,medium,F,3,1488,On Time,0,Low,Light
D,Flight,6,1,273,4,medium,F,6,1524,Delayed,1,Low,Light
F,Flight,5,3,218,5,low,F,6,1278,On Time,0,Low,Light
A,Flight,5,4,267,5,medium,F,10,1837,On Time,0,Low,Light
B,Flight,6,2,259,4,medium,M,6,1066,On Time,0,Low,Light
C,Flight,7,4,272,4,low,M,3,1805,Delayed,1,Low,Light
F,Ship,5,4,281,4,medium,M,8,1220,Delayed,1,Low,Light
D,Ship,6,2,267,4,medium,F,1,1935,Delayed,1,Low,Light
F,Ship,6,4,260,4,medium,F,10,1927,Delayed,1,Low,Light
A,Ship,7,2,261,4,medium,M,9,1918,On Time,0,Low,Light
B,Ship,4,1,219,2,medium,F,2,1752,Delayed,1,Low,Light
C,Ship,4,3,264,5,medium,M,3,1639,Delayed,1,Low,Light
F,Ship,7,3,310,5,low,F,5,1563,Delayed,1,Low,Light
D,Ship,6,4,297,5,high,M,6,1631,Delayed,1,Low,Light
F,Ship,4,3,274,5,low,M,5,1512,Delayed,1,Low,Light
A,Ship,5,5,246,5,medium,M,6,1053,Delayed,1,Low,Light
B,Ship,5,3,221,6,medium,F,3,1960,On Time,0,Low,Light
C,Ship,6,3,295,4,low,F,10,1495,Delayed,1,Low,Light
F,Ship,7,4,259,4,low,M,6,1697,Delayed,1,Low,Light
D,Ship,4,4,138,3,medium,F,7,1597,On Time,0,Low,Light
F,Ship,3,5,250,2,low,F,9,1205,Delayed,1,Low,Light
A,Ship,5,1,236,6,medium,F,4,1705,Delayed,1,Low,Light
B,Ship,5,1,267,5,medium,M,10,1505,Delayed,1,Low,Light
C,Ship,6,4,283,4,medium,M,1,1384,On Time,0,Low,Light
F,Ship,7,1,244,4,low,M,8,1817,On Time,0,Low,Light
D,Ship,5,2,260,5,low,M,9,1809,On Time,0,Low,Light
F,Ship,5,1,276,5,medium,M,5,1358,On Time,0,Low,Light
A,Ship,7,3,307,4,low,M,4,1653,Delayed,1,Low,Light
B,Ship,6,5,266,4,low,M,8,1709,Delayed,1,Low,Light
C,Ship,5,2,237,5,medium,M,6,1084,Delayed,1,Low,Light
F,Ship,4,4,251,6,medium,M,4,1869,Delayed,1,Low,Light
D,Ship,4,1,247,6,low,M,4,1349,On Time,0,Low,Light
